day,status,type,typename,unixtime,nonglicn,nongli,shengxiao,jieqi,weekcn,week1,week3,daynum,weeknum
20200105,1,1,假日,1578153600,腊月十一,12月11日,猪,冬至后,日,Sun,Sunday,4,1
20200106,1,0,工作日,1578240000,腊月十二,12月12日,猪,小寒,一,Mon,Monday,5,2
20200107,1,0,工作日,1578326400,腊月十三,12月13日,猪,小寒后,二,Tue,Tuesday,6,2
20200108,1,0,工作日,1578412800,腊月十四,12月14日,猪,小寒后,三,Wed,Wednesday,7,2
20200109,1,0,工作日,1578499200,腊月十五,12月15日,猪,小寒后,四,Thu,Thursday,8,2
20200110,1,0,工作日,1578585600,腊月十六,12月16日,猪,小寒后,五,Fri,Friday,9,2
20200111,1,1,假日,1578672000,腊月十七,12月17日,猪,小寒后,六,Sat,Saturday,10,2
20200112,1,1,假日,1578758400,腊月十八,12月18日,猪,小寒后,日,Sun,Sunday,11,2
20200113,1,0,工作日,1578844800,腊月十九,12月19日,猪,小寒后,一,Mon,Monday,12,3
20200114,1,0,工作日,1578931200,腊月二十,12月20日,猪,小寒后,二,Tue,Tuesday,13,3
20200115,1,0,工作日,1579017600,腊月廿一,12月21日,猪,小寒后,三,Wed,Wednesday,14,3
20200116,1,0,工作日,1579104000,腊月廿二,12月22日,猪,小寒后,四,Thu,Thursday,15,3
20200117,1,0,工作日,1579190400,腊月廿三,12月23日,猪,小寒后,五,Fri,Friday,16,3
20200118,1,1,假日,1579276800,腊月廿四,12月24日,猪,小寒后,六,Sat,Saturday,17,3
20200119,1,0,工作日,1579363200,腊月廿五,12月25日,猪,小寒后,日,Sun,Sunday,18,3
20200120,1,0,工作日,1579449600,腊月廿六,12月26日,猪,大寒,一,Mon,Monday,19,4
20200121,1,0,工作日,1579536000,腊月廿七,12月27日,猪,大寒后,二,Tue,Tuesday,20,4
20200122,1,0,工作日,1579622400,腊月廿八,12月28日,猪,大寒后,三,Wed,Wednesday,21,4
20200123,1,0,工作日,1579708800,腊月廿九,12月29日,猪,大寒后,四,Thu,Thursday,22,4
20200124,1,1,假日,1579795200,腊月三十,12月30日,猪,大寒后,五,Fri,Friday,23,4
20200125,1,2,节日,1579881600,正月初一,1月1日,鼠,大寒后,六,Sat,Saturday,24,4
20200126,1,2,节日,1579968000,正月初二,1月2日,鼠,大寒后,日,Sun,Sunday,25,4
20200127,1,2,节日,1580054400,正月初三,1月3日,鼠,大寒后,一,Mon,Monday,26,5
20200128,1,1,假日,1580140800,正月初四,1月4日,鼠,大寒后,二,Tue,Tuesday,27,5
20200129,1,1,假日,1580227200,正月初五,1月5日,鼠,大寒后,三,Wed,Wednesday,28,5
20200130,1,1,假日,1580313600,正月初六,1月6日,鼠,大寒后,四,Thu,Thursday,29,5
20200131,1,1,假日,1580400000,正月初七,1月7日,鼠,大寒后,五,Fri,Friday,30,5
20200201,1,1,假日,1580486400,正月初八,1月8日,鼠,大寒后,六,Sat,Saturday,31,5
20200202,1,1,假日,1580572800,正月初九,1月9日,鼠,大寒后,日,Sun,Sunday,32,5
20200203,1,0,工作日,1580659200,正月初十,1月10日,鼠,大寒后,一,Mon,Monday,33,6
20200204,1,0,工作日,1580745600,正月十一,1月11日,鼠,立春,二,Tue,Tuesday,34,6
20200205,1,0,工作日,1580832000,正月十二,1月12日,鼠,立春后,三,Wed,Wednesday,35,6
20200206,1,0,工作日,1580918400,正月十三,1月13日,鼠,立春后,四,Thu,Thursday,36,6
20200207,1,0,工作日,1581004800,正月十四,1月14日,鼠,立春后,五,Fri,Friday,37,6
20200208,1,1,假日,1581091200,正月十五,1月15日,鼠,立春后,六,Sat,Saturday,38,6
20200209,1,1,假日,1581177600,正月十六,1月16日,鼠,立春后,日,Sun,Sunday,39,6
20200210,1,0,工作日,1581264000,正月十七,1月17日,鼠,立春后,一,Mon,Monday,40,7
20200211,1,0,工作日,1581350400,正月十八,1月18日,鼠,立春后,二,Tue,Tuesday,41,7
20200212,1,0,工作日,1581436800,正月十九,1月19日,鼠,立春后,三,Wed,Wednesday,42,7
20200213,1,0,工作日,1581523200,正月二十,1月20日,鼠,立春后,四,Thu,Thursday,43,7
20200214,1,0,工作日,1581609600,正月廿一,1月21日,鼠,立春后,五,Fri,Friday,44,7
20200215,1,1,假日,1581696000,正月廿二,1月22日,鼠,立春后,六,Sat,Saturday,45,7
20200216,1,1,假日,1581782400,正月廿三,1月23日,鼠,立春后,日,Sun,Sunday,46,7
20200217,1,0,工作日,1581868800,正月廿四,1月24日,鼠,立春后,一,Mon,Monday,47,8
20200218,1,0,工作日,1581955200,正月廿五,1月25日,鼠,立春后,二,Tue,Tuesday,48,8
20200219,1,0,工作日,1582041600,正月廿六,1月26日,鼠,雨水,三,Wed,Wednesday,49,8
20200220,1,0,工作日,1582128000,正月廿七,1月27日,鼠,雨水后,四,Thu,Thursday,50,8
20200221,1,0,工作日,1582214400,正月廿八,1月28日,鼠,雨水后,五,Fri,Friday,51,8
20200222,1,1,假日,1582300800,正月廿九,1月29日,鼠,雨水后,六,Sat,Saturday,52,8
20200223,1,1,假日,1582387200,二月初一,2月1日,鼠,雨水后,日,Sun,Sunday,53,8
20200224,1,0,工作日,1582473600,二月初二,2月2日,鼠,雨水后,一,Mon,Monday,54,9
20200225,1,0,工作日,1582560000,二月初三,2月3日,鼠,雨水后,二,Tue,Tuesday,55,9
20200226,1,0,工作日,1582646400,二月初四,2月4日,鼠,雨水后,三,Wed,Wednesday,56,9
20200227,1,0,工作日,1582732800,二月初五,2月5日,鼠,雨水后,四,Thu,Thursday,57,9
20200228,1,0,工作日,1582819200,二月初六,2月6日,鼠,雨水后,五,Fri,Friday,58,9
20200229,1,1,假日,1582905600,二月初七,2月7日,鼠,雨水后,六,Sat,Saturday,59,9
20200301,1,1,假日,1582992000,二月初八,2月8日,鼠,雨水后,日,Sun,Sunday,60,9
20200302,1,0,工作日,1583078400,二月初九,2月9日,鼠,雨水后,一,Mon,Monday,61,10
20200303,1,0,工作日,1583164800,二月初十,2月10日,鼠,雨水后,二,Tue,Tuesday,62,10
20200304,1,0,工作日,1583251200,二月十一,2月11日,鼠,雨水后,三,Wed,Wednesday,63,10
20200305,1,0,工作日,1583337600,二月十二,2月12日,鼠,雨水后,四,Thu,Thursday,64,10
20200306,1,0,工作日,1583424000,二月十三,2月13日,鼠,惊蛰,五,Fri,Friday,65,10
20200307,1,1,假日,1583510400,二月十四,2月14日,鼠,惊蛰后,六,Sat,Saturday,66,10
20200308,1,1,假日,1583596800,二月十五,2月15日,鼠,惊蛰后,日,Sun,Sunday,67,10
20200309,1,0,工作日,1583683200,二月十六,2月16日,鼠,惊蛰后,一,Mon,Monday,68,11
20200310,1,0,工作日,1583769600,二月十七,2月17日,鼠,惊蛰后,二,Tue,Tuesday,69,11
20200311,1,0,工作日,1583856000,二月十八,2月18日,鼠,惊蛰后,三,Wed,Wednesday,70,11
20200312,1,0,工作日,1583942400,二月十九,2月19日,鼠,惊蛰后,四,Thu,Thursday,71,11
20200313,1,0,工作日,1584028800,二月二十,2月20日,鼠,惊蛰后,五,Fri,Friday,72,11
20200314,1,1,假日,1584115200,二月廿一,2月21日,鼠,惊蛰后,六,Sat,Saturday,73,11
20200315,1,1,假日,1584201600,二月廿二,2月22日,鼠,惊蛰后,日,Sun,Sunday,74,11
20200316,1,0,工作日,1584288000,二月廿三,2月23日,鼠,惊蛰后,一,Mon,Monday,75,12
20200317,1,0,工作日,1584374400,二月廿四,2月24日,鼠,惊蛰后,二,Tue,Tuesday,76,12
20200318,1,0,工作日,1584460800,二月廿五,2月25日,鼠,惊蛰后,三,Wed,Wednesday,77,12
20200319,1,0,工作日,1584547200,二月廿六,2月26日,鼠,惊蛰后,四,Thu,Thursday,78,12
20200320,1,0,工作日,1584633600,二月廿七,2月27日,鼠,惊蛰后,五,Fri,Friday,79,12
20200321,1,1,假日,1584720000,二月廿八,2月28日,鼠,春分,六,Sat,Saturday,80,12
20200322,1,1,假日,1584806400,二月廿九,2月29日,鼠,春分后,日,Sun,Sunday,81,12
20200323,1,0,工作日,1584892800,二月三十,2-30,鼠,春分后,一,Mon,Monday,82,13
20200324,1,0,工作日,1584979200,三月初一,3月1日,鼠,春分后,二,Tue,Tuesday,83,13
20200325,1,0,工作日,1585065600,三月初二,3月2日,鼠,春分后,三,Wed,Wednesday,84,13
20200326,1,0,工作日,1585152000,三月初三,3月3日,鼠,春分后,四,Thu,Thursday,85,13
20200327,1,0,工作日,1585238400,三月初四,3月4日,鼠,春分后,五,Fri,Friday,86,13
20200328,1,1,假日,1585324800,三月初五,3月5日,鼠,春分后,六,Sat,Saturday,87,13
20200329,1,1,假日,1585411200,三月初六,3月6日,鼠,春分后,日,Sun,Sunday,88,13
20200330,1,0,工作日,1585497600,三月初七,3月7日,鼠,春分后,一,Mon,Monday,89,14
20200331,1,0,工作日,1585584000,三月初八,3月8日,鼠,春分后,二,Tue,Tuesday,90,14
20200401,1,0,工作日,1585670400,三月初九,3月9日,鼠,春分后,三,Wed,Wednesday,91,14
20200402,1,0,工作日,1585756800,三月初十,3月10日,鼠,春分后,四,Thu,Thursday,92,14
20200403,1,0,工作日,1585843200,三月十一,3月11日,鼠,春分后,五,Fri,Friday,93,14
20200404,1,2,节日,1585929600,三月十二,3月12日,鼠,春分后,六,Sat,Saturday,94,14
20200405,1,1,假日,1586016000,三月十三,3月13日,鼠,清明,日,Sun,Sunday,95,14
20200406,1,1,假日,1586102400,三月十四,3月14日,鼠,清明后,一,Mon,Monday,96,15
20200407,1,0,工作日,1586188800,三月十五,3月15日,鼠,清明后,二,Tue,Tuesday,97,15
20200408,1,0,工作日,1586275200,三月十六,3月16日,鼠,清明后,三,Wed,Wednesday,98,15
20200409,1,0,工作日,1586361600,三月十七,3月17日,鼠,清明后,四,Thu,Thursday,99,15
20200410,1,0,工作日,1586448000,三月十八,3月18日,鼠,清明后,五,Fri,Friday,100,15
20200411,1,1,假日,1586534400,三月十九,3月19日,鼠,清明后,六,Sat,Saturday,101,15
20200412,1,1,假日,1586620800,三月二十,3月20日,鼠,清明后,日,Sun,Sunday,102,15
20200413,1,0,工作日,1586707200,三月廿一,3月21日,鼠,清明后,一,Mon,Monday,103,16
20200414,1,0,工作日,1586793600,三月廿二,3月22日,鼠,清明后,二,Tue,Tuesday,104,16
20200415,1,0,工作日,1586880000,三月廿三,3月23日,鼠,清明后,三,Wed,Wednesday,105,16
20200416,1,0,工作日,1586966400,三月廿四,3月24日,鼠,清明后,四,Thu,Thursday,106,16
20200417,1,0,工作日,1587052800,三月廿五,3月25日,鼠,清明后,五,Fri,Friday,107,16
20200418,1,1,假日,1587139200,三月廿六,3月26日,鼠,清明后,六,Sat,Saturday,108,16
20200419,1,1,假日,1587225600,三月廿七,3月27日,鼠,清明后,日,Sun,Sunday,109,16
20200420,1,0,工作日,1587312000,三月廿八,3月28日,鼠,谷雨,一,Mon,Monday,110,17
20200421,1,0,工作日,1587398400,三月廿九,3月29日,鼠,谷雨后,二,Tue,Tuesday,111,17
20200422,1,0,工作日,1587484800,三月三十,3月30日,鼠,谷雨后,三,Wed,Wednesday,112,17
20200423,1,0,工作日,1587571200,四月初一,4月1日,鼠,谷雨后,四,Thu,Thursday,113,17
20200424,1,0,工作日,1587657600,四月初二,4月2日,鼠,谷雨后,五,Fri,Friday,114,17
20200425,1,1,假日,1587744000,四月初三,4月3日,鼠,谷雨后,六,Sat,Saturday,115,17
20200426,1,0,工作日,1587830400,四月初四,4月4日,鼠,谷雨后,日,Sun,Sunday,116,17
20200427,1,0,工作日,1587916800,四月初五,4月5日,鼠,谷雨后,一,Mon,Monday,117,18
20200428,1,0,工作日,1588003200,四月初六,4月6日,鼠,谷雨后,二,Tue,Tuesday,118,18
20200429,1,0,工作日,1588089600,四月初七,4月7日,鼠,谷雨后,三,Wed,Wednesday,119,18
20200430,1,0,工作日,1588176000,四月初八,4月8日,鼠,谷雨后,四,Thu,Thursday,120,18
20200501,1,2,节日,1588262400,四月初九,4月9日,鼠,谷雨后,五,Fri,Friday,121,18
20200502,1,1,假日,1588348800,四月初十,4月10日,鼠,谷雨后,六,Sat,Saturday,122,18
20200503,1,1,假日,1588435200,四月十一,4月11日,鼠,谷雨后,日,Sun,Sunday,123,18
20200504,1,1,假日,1588521600,四月十二,4月12日,鼠,谷雨后,一,Mon,Monday,124,19
20200505,1,1,假日,1588608000,四月十三,4月13日,鼠,谷雨后,二,Tue,Tuesday,125,19
20200506,1,0,工作日,1588694400,四月十四,4月14日,鼠,立夏,三,Wed,Wednesday,126,19
20200507,1,0,工作日,1588780800,四月十五,4月15日,鼠,立夏后,四,Thu,Thursday,127,19
20200508,1,0,工作日,1588867200,四月十六,4月16日,鼠,立夏后,五,Fri,Friday,128,19
20200509,1,0,工作日,1588953600,四月十七,4月17日,鼠,立夏后,六,Sat,Saturday,129,19
20200510,1,1,假日,1589040000,四月十八,4月18日,鼠,立夏后,日,Sun,Sunday,130,19
20200511,1,0,工作日,1589126400,四月十九,4月19日,鼠,立夏后,一,Mon,Monday,131,20
20200512,1,0,工作日,1589212800,四月二十,4月20日,鼠,立夏后,二,Tue,Tuesday,132,20
20200513,1,0,工作日,1589299200,四月廿一,4月21日,鼠,立夏后,三,Wed,Wednesday,133,20
20200514,1,0,工作日,1589385600,四月廿二,4月22日,鼠,立夏后,四,Thu,Thursday,134,20
20200515,1,0,工作日,1589472000,四月廿三,4月23日,鼠,立夏后,五,Fri,Friday,135,20
20200516,1,1,假日,1589558400,四月廿四,4月24日,鼠,立夏后,六,Sat,Saturday,136,20
20200517,1,1,假日,1589644800,四月廿五,4月25日,鼠,立夏后,日,Sun,Sunday,137,20
20200518,1,0,工作日,1589731200,四月廿六,4月26日,鼠,立夏后,一,Mon,Monday,138,21
20200519,1,0,工作日,1589817600,四月廿七,4月27日,鼠,立夏后,二,Tue,Tuesday,139,21
20200520,1,0,工作日,1589904000,四月廿八,4月28日,鼠,立夏后,三,Wed,Wednesday,140,21
20200521,1,0,工作日,1589990400,四月廿九,4月29日,鼠,小满,四,Thu,Thursday,141,21
20200522,1,0,工作日,1590076800,四月三十,4月30日,鼠,小满后,五,Fri,Friday,142,21
20200523,1,1,假日,1590163200,闰四月初一,4月1日,鼠,小满后,六,Sat,Saturday,143,21
20200524,1,1,假日,1590249600,闰四月初二,4月2日,鼠,小满后,日,Sun,Sunday,144,21
20200525,1,0,工作日,1590336000,闰四月初三,4月3日,鼠,小满后,一,Mon,Monday,145,22
20200526,1,0,工作日,1590422400,闰四月初四,4月4日,鼠,小满后,二,Tue,Tuesday,146,22
20200527,1,0,工作日,1590508800,闰四月初五,4月5日,鼠,小满后,三,Wed,Wednesday,147,22
20200528,1,0,工作日,1590595200,闰四月初六,4月6日,鼠,小满后,四,Thu,Thursday,148,22
20200529,1,0,工作日,1590681600,闰四月初七,4月7日,鼠,小满后,五,Fri,Friday,149,22
20200530,1,1,假日,1590768000,闰四月初八,4月8日,鼠,小满后,六,Sat,Saturday,150,22
20200531,1,1,假日,1590854400,闰四月初九,4月9日,鼠,小满后,日,Sun,Sunday,151,22
20200601,1,0,工作日,1590940800,闰四月初十,4月10日,鼠,小满后,一,Mon,Monday,152,23
20200602,1,0,工作日,1591027200,闰四月十一,4月11日,鼠,小满后,二,Tue,Tuesday,153,23
20200603,1,0,工作日,1591113600,闰四月十二,4月12日,鼠,小满后,三,Wed,Wednesday,154,23
20200604,1,0,工作日,1591200000,闰四月十三,4月13日,鼠,小满后,四,Thu,Thursday,155,23
20200605,1,0,工作日,1591286400,闰四月十四,4月14日,鼠,小满后,五,Fri,Friday,156,23
20200606,1,1,假日,1591372800,闰四月十五,4月15日,鼠,芒种,六,Sat,Saturday,157,23
20200607,1,1,假日,1591459200,闰四月十六,4月16日,鼠,芒种后,日,Sun,Sunday,158,23
20200608,1,0,工作日,1591545600,闰四月十七,4月17日,鼠,芒种后,一,Mon,Monday,159,24
20200609,1,0,工作日,1591632000,闰四月十八,4月18日,鼠,芒种后,二,Tue,Tuesday,160,24
20200610,1,0,工作日,1591718400,闰四月十九,4月19日,鼠,芒种后,三,Wed,Wednesday,161,24
20200611,1,0,工作日,1591804800,闰四月二十,4月20日,鼠,芒种后,四,Thu,Thursday,162,24
20200612,1,0,工作日,1591891200,闰四月廿一,4月21日,鼠,芒种后,五,Fri,Friday,163,24
20200613,1,1,假日,1591977600,闰四月廿二,4月22日,鼠,芒种后,六,Sat,Saturday,164,24
20200614,1,1,假日,1592064000,闰四月廿三,4月23日,鼠,芒种后,日,Sun,Sunday,165,24
20200615,1,0,工作日,1592150400,闰四月廿四,4月24日,鼠,芒种后,一,Mon,Monday,166,25
20200616,1,0,工作日,1592236800,闰四月廿五,4月25日,鼠,芒种后,二,Tue,Tuesday,167,25
20200617,1,0,工作日,1592323200,闰四月廿六,4月26日,鼠,芒种后,三,Wed,Wednesday,168,25
20200618,1,0,工作日,1592409600,闰四月廿七,4月27日,鼠,芒种后,四,Thu,Thursday,169,25
20200619,1,0,工作日,1592496000,闰四月廿八,4月28日,鼠,芒种后,五,Fri,Friday,170,25
20200620,1,1,假日,1592582400,闰四月廿九,4月29日,鼠,芒种后,六,Sat,Saturday,171,25
20200621,1,1,假日,1592668800,五月初一,5月1日,鼠,芒种后,日,Sun,Sunday,172,25
20200622,1,0,工作日,1592755200,五月初二,5月2日,鼠,夏至,一,Mon,Monday,173,26
20200623,1,0,工作日,1592841600,五月初三,5月3日,鼠,夏至后,二,Tue,Tuesday,174,26
20200624,1,0,工作日,1592928000,五月初四,5月4日,鼠,夏至后,三,Wed,Wednesday,175,26
20200625,1,2,节日,1593014400,五月初五,5月5日,鼠,夏至后,四,Thu,Thursday,176,26
20200626,1,1,假日,1593100800,五月初六,5月6日,鼠,夏至后,五,Fri,Friday,177,26
20200627,1,1,假日,1593187200,五月初七,5月7日,鼠,夏至后,六,Sat,Saturday,178,26
20200628,1,0,工作日,1593273600,五月初八,5月8日,鼠,夏至后,日,Sun,Sunday,179,26
20200629,1,0,工作日,1593360000,五月初九,5月9日,鼠,夏至后,一,Mon,Monday,180,27
20200630,1,0,工作日,1593446400,五月初十,5月10日,鼠,夏至后,二,Tue,Tuesday,181,27
20200701,1,0,工作日,1593532800,五月十一,5月11日,鼠,夏至后,三,Wed,Wednesday,182,27
20200702,1,0,工作日,1593619200,五月十二,5月12日,鼠,夏至后,四,Thu,Thursday,183,27
20200703,1,0,工作日,1593705600,五月十三,5月13日,鼠,夏至后,五,Fri,Friday,184,27
20200704,1,1,假日,1593792000,五月十四,5月14日,鼠,夏至后,六,Sat,Saturday,185,27
20200705,1,1,假日,1593878400,五月十五,5月15日,鼠,夏至后,日,Sun,Sunday,186,27
20200706,1,0,工作日,1593964800,五月十六,5月16日,鼠,夏至后,一,Mon,Monday,187,28
20200707,1,0,工作日,1594051200,五月十七,5月17日,鼠,小暑,二,Tue,Tuesday,188,28
20200708,1,0,工作日,1594137600,五月十八,5月18日,鼠,小暑后,三,Wed,Wednesday,189,28
20200709,1,0,工作日,1594224000,五月十九,5月19日,鼠,小暑后,四,Thu,Thursday,190,28
20200710,1,0,工作日,1594310400,五月二十,5月20日,鼠,小暑后,五,Fri,Friday,191,28
20200711,1,1,假日,1594396800,五月廿一,5月21日,鼠,小暑后,六,Sat,Saturday,192,28
20200712,1,1,假日,1594483200,五月廿二,5月22日,鼠,小暑后,日,Sun,Sunday,193,28
20200713,1,0,工作日,1594569600,五月廿三,5月23日,鼠,小暑后,一,Mon,Monday,194,29
20200714,1,0,工作日,1594656000,五月廿四,5月24日,鼠,小暑后,二,Tue,Tuesday,195,29
20200715,1,0,工作日,1594742400,五月廿五,5月25日,鼠,小暑后,三,Wed,Wednesday,196,29
20200716,1,0,工作日,1594828800,五月廿六,5月26日,鼠,小暑后,四,Thu,Thursday,197,29
20200717,1,0,工作日,1594915200,五月廿七,5月27日,鼠,小暑后,五,Fri,Friday,198,29
20200718,1,1,假日,1595001600,五月廿八,5月28日,鼠,小暑后,六,Sat,Saturday,199,29
20200719,1,1,假日,1595088000,五月廿九,5月29日,鼠,小暑后,日,Sun,Sunday,200,29
20200720,1,0,工作日,1595174400,五月三十,5月30日,鼠,小暑后,一,Mon,Monday,201,30
20200721,1,0,工作日,1595260800,六月初一,6月1日,鼠,小暑后,二,Tue,Tuesday,202,30
20200722,1,0,工作日,1595347200,六月初二,6月2日,鼠,小暑后,三,Wed,Wednesday,203,30
20200723,1,0,工作日,1595433600,六月初三,6月3日,鼠,大暑,四,Thu,Thursday,204,30
20200724,1,0,工作日,1595520000,六月初四,6月4日,鼠,大暑后,五,Fri,Friday,205,30
20200725,1,1,假日,1595606400,六月初五,6月5日,鼠,大暑后,六,Sat,Saturday,206,30
20200726,1,1,假日,1595692800,六月初六,6月6日,鼠,大暑后,日,Sun,Sunday,207,30
20200727,1,0,工作日,1595779200,六月初七,6月7日,鼠,大暑后,一,Mon,Monday,208,31
20200728,1,0,工作日,1595865600,六月初八,6月8日,鼠,大暑后,二,Tue,Tuesday,209,31
20200729,1,0,工作日,1595952000,六月初九,6月9日,鼠,大暑后,三,Wed,Wednesday,210,31
20200730,1,0,工作日,1596038400,六月初十,6月10日,鼠,大暑后,四,Thu,Thursday,211,31
20200731,1,0,工作日,1596124800,六月十一,6月11日,鼠,大暑后,五,Fri,Friday,212,31
20200801,1,1,假日,1596211200,六月十二,6月12日,鼠,大暑后,六,Sat,Saturday,213,31
20200802,1,1,假日,1596297600,六月十三,6月13日,鼠,大暑后,日,Sun,Sunday,214,31
20200803,1,0,工作日,1596384000,六月十四,6月14日,鼠,大暑后,一,Mon,Monday,215,32
20200804,1,0,工作日,1596470400,六月十五,6月15日,鼠,大暑后,二,Tue,Tuesday,216,32
20200805,1,0,工作日,1596556800,六月十六,6月16日,鼠,大暑后,三,Wed,Wednesday,217,32
20200806,1,0,工作日,1596643200,六月十七,6月17日,鼠,大暑后,四,Thu,Thursday,218,32
20200807,1,0,工作日,1596729600,六月十八,6月18日,鼠,大暑后,五,Fri,Friday,219,32
20200808,1,1,假日,1596816000,六月十九,6月19日,鼠,立秋,六,Sat,Saturday,220,32
20200809,1,1,假日,1596902400,六月二十,6月20日,鼠,立秋后,日,Sun,Sunday,221,32
20200810,1,0,工作日,1596988800,六月廿一,6月21日,鼠,立秋后,一,Mon,Monday,222,33
20200811,1,0,工作日,1597075200,六月廿二,6月22日,鼠,立秋后,二,Tue,Tuesday,223,33
20200812,1,0,工作日,1597161600,六月廿三,6月23日,鼠,立秋后,三,Wed,Wednesday,224,33
20200813,1,0,工作日,1597248000,六月廿四,6月24日,鼠,立秋后,四,Thu,Thursday,225,33
20200814,1,0,工作日,1597334400,六月廿五,6月25日,鼠,立秋后,五,Fri,Friday,226,33
20200815,1,1,假日,1597420800,六月廿六,6月26日,鼠,立秋后,六,Sat,Saturday,227,33
20200816,1,1,假日,1597507200,六月廿七,6月27日,鼠,立秋后,日,Sun,Sunday,228,33
20200817,1,0,工作日,1597593600,六月廿八,6月28日,鼠,立秋后,一,Mon,Monday,229,34
20200818,1,0,工作日,1597680000,六月廿九,6月29日,鼠,立秋后,二,Tue,Tuesday,230,34
20200819,1,0,工作日,1597766400,七月初一,7月1日,鼠,立秋后,三,Wed,Wednesday,231,34
20200820,1,0,工作日,1597852800,七月初二,7月2日,鼠,立秋后,四,Thu,Thursday,232,34
20200821,1,0,工作日,1597939200,七月初三,7月3日,鼠,立秋后,五,Fri,Friday,233,34
20200822,1,1,假日,1598025600,七月初四,7月4日,鼠,立秋后,六,Sat,Saturday,234,34
20200823,1,1,假日,1598112000,七月初五,7月5日,鼠,处暑,日,Sun,Sunday,235,34
20200824,1,0,工作日,1598198400,七月初六,7月6日,鼠,处暑后,一,Mon,Monday,236,35
20200825,1,0,工作日,1598284800,七月初七,7月7日,鼠,处暑后,二,Tue,Tuesday,237,35
20200826,1,0,工作日,1598371200,七月初八,7月8日,鼠,处暑后,三,Wed,Wednesday,238,35
20200827,1,0,工作日,1598457600,七月初九,7月9日,鼠,处暑后,四,Thu,Thursday,239,35
20200828,1,0,工作日,1598544000,七月初十,7月10日,鼠,处暑后,五,Fri,Friday,240,35
20200829,1,1,假日,1598630400,七月十一,7月11日,鼠,处暑后,六,Sat,Saturday,241,35
20200830,1,1,假日,1598716800,七月十二,7月12日,鼠,处暑后,日,Sun,Sunday,242,35
20200831,1,0,工作日,1598803200,七月十三,7月13日,鼠,处暑后,一,Mon,Monday,243,36
20200901,1,0,工作日,1598889600,七月十四,7月14日,鼠,处暑后,二,Tue,Tuesday,244,36
20200902,1,0,工作日,1598976000,七月十五,7月15日,鼠,处暑后,三,Wed,Wednesday,245,36
20200903,1,0,工作日,1599062400,七月十六,7月16日,鼠,处暑后,四,Thu,Thursday,246,36
20200904,1,0,工作日,1599148800,七月十七,7月17日,鼠,处暑后,五,Fri,Friday,247,36
20200905,1,1,假日,1599235200,七月十八,7月18日,鼠,处暑后,六,Sat,Saturday,248,36
20200906,1,1,假日,1599321600,七月十九,7月19日,鼠,处暑后,日,Sun,Sunday,249,36
20200907,1,0,工作日,1599408000,七月二十,7月20日,鼠,处暑后,一,Mon,Monday,250,37
20200908,1,0,工作日,1599494400,七月廿一,7月21日,鼠,白露,二,Tue,Tuesday,251,37
20200909,1,0,工作日,1599580800,七月廿二,7月22日,鼠,白露后,三,Wed,Wednesday,252,37
20200910,1,0,工作日,1599667200,七月廿三,7月23日,鼠,白露后,四,Thu,Thursday,253,37
20200911,1,0,工作日,1599753600,七月廿四,7月24日,鼠,白露后,五,Fri,Friday,254,37
20200912,1,1,假日,1599840000,七月廿五,7月25日,鼠,白露后,六,Sat,Saturday,255,37
20200913,1,1,假日,1599926400,七月廿六,7月26日,鼠,白露后,日,Sun,Sunday,256,37
20200914,1,0,工作日,1600012800,七月廿七,7月27日,鼠,白露后,一,Mon,Monday,257,38
20200915,1,0,工作日,1600099200,七月廿八,7月28日,鼠,白露后,二,Tue,Tuesday,258,38
20200916,1,0,工作日,1600185600,七月廿九,7月29日,鼠,白露后,三,Wed,Wednesday,259,38
20200917,1,0,工作日,1600272000,八月初一,8月1日,鼠,白露后,四,Thu,Thursday,260,38
20200918,1,0,工作日,1600358400,八月初二,8月2日,鼠,白露后,五,Fri,Friday,261,38
20200919,1,1,假日,1600444800,八月初三,8月3日,鼠,白露后,六,Sat,Saturday,262,38
20200920,1,1,假日,1600531200,八月初四,8月4日,鼠,白露后,日,Sun,Sunday,263,38
20200921,1,0,工作日,1600617600,八月初五,8月5日,鼠,白露后,一,Mon,Monday,264,39
20200922,1,0,工作日,1600704000,八月初六,8月6日,鼠,白露后,二,Tue,Tuesday,265,39
20200923,1,0,工作日,1600790400,八月初七,8月7日,鼠,秋分,三,Wed,Wednesday,266,39
20200924,1,0,工作日,1600876800,八月初八,8月8日,鼠,秋分后,四,Thu,Thursday,267,39
20200925,1,0,工作日,1600963200,八月初九,8月9日,鼠,秋分后,五,Fri,Friday,268,39
20200926,1,1,假日,1601049600,八月初十,8月10日,鼠,秋分后,六,Sat,Saturday,269,39
20200927,1,0,工作日,1601136000,八月十一,8月11日,鼠,秋分后,日,Sun,Sunday,270,39
20200928,1,0,工作日,1601222400,八月十二,8月12日,鼠,秋分后,一,Mon,Monday,271,40
20200929,1,0,工作日,1601308800,八月十三,8月13日,鼠,秋分后,二,Tue,Tuesday,272,40
20200930,1,0,工作日,1601395200,八月十四,8月14日,鼠,秋分后,三,Wed,Wednesday,273,40
20201001,1,2,节日,1601481600,八月十五,8月15日,鼠,秋分后,四,Thu,Thursday,274,40
20201002,1,2,节日,1601568000,八月十六,8月16日,鼠,秋分后,五,Fri,Friday,275,40
20201003,1,2,节日,1601654400,八月十七,8月17日,鼠,秋分后,六,Sat,Saturday,276,40
